title,genre,description,rating,writer,illustrator,original_creator
관계중독,스릴러,잘나가는 것에 대한 환상을 품고 있던 평범한 여고생 설단아는 우연히 노는 아이들 무리와 친해진 후 그 무리에 적응하려 애쓰는 중이다 그러던 중 전혀 못 알아볼 정도로 외면도 내면도 끔찍하게 변한 단아의 첫사랑이 전학 오고 과거 설단아와의 추억에 갇혀버린 첫사랑은 단아에게 소름 끼치게 집착한다 간신히 무리에 적응 중이던 단아에겐 악몽 같은 일이다 설상가상으로 무리의 대장 격인 불량아와도 그로 인해 트러블이 생기는데,9.76,오얏,오얏,오얏
관심종자,액션,싸움이라곤 쥐뿔 관심 없는 그저 실수 하나 때문에 일진에게 제대로 찍혀버려 괴롭힘만 당하던 녀석자기 자신이 좋아하던 여학생에게 순정까지 짓밟혀가며 멘탈이 탈탈 터진 녀석결국 벼랑 끝에 몰려 단 하나의 관종 같은 선택을 하게 되고 그 오디션에 나가 초대박 성적을 거두고 돌아오게 되는데,9.79,웅,웅,웅
관종교장,개그,전 재산을 가족 몰래 주식으로 날린 교장 정도만 이제 은퇴까지 1년 밖에 남지 않았다 가족에게 들키기 전에 잃은 돈을 메꾸려는 도만은 제자 홍삼과 함께 인터넷 방송을 시작하지만 예상과 달리 여러 사건에 휘말리게 되는데 과연 노잼선생은 인기 BJ가 되어 빚을 청산할 수 있을까,9.94,좌승훈,좌승훈,좌승훈
관찰일기,로맨스,지언은 우연히 같은 과 동기인 연성을 수업에서 마주치게 된다같은 과지만 처음 보는 듯한 얼굴에 지언은 연성에게 관심을 갖게 되지만 대놓고 지언을 피하는 연성하지만 연성은 본의 아니게 지언과 계속 엮이게 되면서 자신의 비밀을 들키고 마는데과연 연성은 지언을 통해 자신의 트라우마를 딛고 일어설 수 있을까,9.97,파랑,파랑,파랑
광마회귀,무협/사극,무공에 미친 광마 이자하그는 마교 교주의 천옥을 훔쳐 쫓기던 중 벼랑에서 떨어지게 된다모든 게 끝났다고 생각한 순간 눈을 떠보니 사람들에게 무시당하던 점소이 시절로 돌아와 있는데게다가 억울한 누명으로 두들겨 맞고 객잔은 박살이 나 있는 상황 점소이 시절로 회귀한 광마 사내는 다시 미치게 될 것인가 아니면 사내의 적들이 미치게 될 것인가,9.97,JP , 이히 , 유진성
광장,액션,군계일학 정점에서 조직을 떠난 기준15년만에홀로 복귀한다,9.97,오세형 , 김균태,오세형 
광해의 연인,로맨스,내가 그랬지 널 기억하겠다고2020년 대한민국 집안 대대로 시간 여행자라는 특별한 능력을 갖고 있는 소녀 경민갑작스러운 아버지의 죽음에 조선시대로 타임 슬립한 그녀는 그곳에서 27살의 광해군을 만난다 오랫동안 누군가를 애타게 찾고 그리워했던 이야기 400년의 시간을 뛰어넘은 두 사람의 특별한 사랑이 시작된다,9.91,러시 , 유오디아,러시 
괴물공작의 딸,판타지,세상과 단절되어 살아가던 나는 괴물공작 이라 불리는 아빠에게 거둬졌다어느 날 아빠의 서재에서 이상한 책을 발견하는데이거 내용이 왜 이래 내가 병 때문에 죽는다고 그러면서 양녀를 들이고 잘해줘어차피 죽을 거라면 그전에는 뭘 해도 안 죽는다는 거잖아 그렇다면 정말 로티 맘대로 해버릴 거야,9.63,한바다 , 찬란,한바다 
괴물신부,판타지,어느날 해나에게 찾아와 신랑으로 삼아달라는 꽃미남들그들에게는 엄청난 비밀이 있었다,9.94,상범 , 스테익,상범 
괴이,액션,사이좋은 소꿉친구였던 승환 도희 상민은 고등학생이 되어서도 끈끈한 우정을 이어가는 듯했으나기묘한 존재인 괴이의 등장과 함께 상민이 사라져 버리고 마는데상민의 흔적을 찾아가며 밝혀지는 비밀들승환은 어린 시절의 우정을 되찾을 수 있을까,9.81,이정우 , 홍인근,이정우 
교환일기,드라마,인싸로 살아가던 여대생 한나무 생일파티에 가던 길에 교통사고를 당하고왕따 여중생이 되어 깨어나다,9.94,한끼룩,한끼룩,한끼룩
교환학생,드라마,집안 사정으로 대학 진학을 포기한 용철 우연히 발견한 학생증으로 얼떨결에 한국대 신입생으로 위장했다 친구들도 사귀고 마음에 드는 선배도 만나 캠퍼스 라이프를 맛보는가 싶더니 웬걸 자퇴한 줄 알았던 학생증의 진짜 주인이 나타났다아슬아슬 짜릿한 가짜학생 사기극이 시작된다,9.87,올챙구리,올챙구리,올챙구리
구구까까,로맨스,원시시대로 넘어간 청담 핫걸 이나의부족 생활 적응기,9.94,혜니,혜니,혜니
구남친이 내게 반했다,로맨스,10년을 잊지 못한 첫사랑 구남친과 원수 같은 구남친을 한 오피스에서 만나버렸다독자님은 딸기파 초코파 팽팽하고 달달한 삼각 로맨스,9.9,희똑 , 강하다,희똑 
구덩이,액션,110억이면 인생 걸만 하잖아마늘밭에 잠들어 있던 욕망의 구덩이가 파헤쳐지고 잃을 것 없는 남자들의 처절한 싸움이 시작된다,9.7,철이,철이,철이
구독금지,스릴러,친구들과 만든 미스터리 호러 채널에 범죄자가 접속했다 채널은 그야말로 대박이 나는데 물 들어올 때 노 저어 말아 숨 막히는 생방송 스릴러,9.91,김이연,김이연,김이연
구름의 노래,드라마,삶을 풍요롭게 하는 음악 밴드를 통해 삶으로부터 탈출하고자 하는 그들노래를 통해 성장하고 행복을 찾아간다,9.88,호랑,호랑,호랑
구름의 이동속도,드라마,흙수저 탈출만이 유일한 목표홍상완의 뜻대로 안풀리는 고교생활 이야기,9.98,김이랑,김이랑,김이랑
구름이 피워낸 꽃,로맨스,이름뿐인 왕녀에서 진정한 왕녀로아름다운 연꽃 아래 가려진 궁중 로맨스,9.91,비온후,비온후,비온후
구사일생 로맨스,로맨스,단역과 엑스트라를 전전하는 무명 여배우 김은홍9년 사귄 남자친구한테 차이고 술에 취해 귀가하던 중 엘제이제약 대표 이강일과 사건에 휘말린다그런데 갑자기 10억을 줄 테니 약혼하자는 강일김은홍 씨가 없으면 내가 살 수가 없으니까내가 없으면 죽는다고 그 남자를 위해 연기하는 은홍의 목숨을 건 로맨스,9.93,해부기 , 서정 , 수(秀)​
구석구석캠페인,일상,여기가 정말 대한민국주말에 여행할 곳을 찾고 있다면 네이버 웹툰 작가들과 함께 대한민국의 구석구석으로 신나는 여행을 떠나보자,9.22,네이버 웹툰 작가,네이버 웹툰 작가,네이버 웹툰 작가
구원자,판타지,16년간 집 밖으로 나오지 않은 IQ 227의 23살 천재 순덕그리고 순덕의 집으로 초대된 연예부 파파라치 기자 기웅그 두 사람이 불치병에 걸린 한 생명을 구하기 위해 나노 크기로 몸을 줄여 우주와 같은 인체를 탐험하는 대모험을 시작한다,7.49,이한빈 , 산산,이한빈 
구원자 요즘 뭐해요,판타지,마왕이 사라진뒤 몇 년 후 구원자의 꿈에 다시 마왕이 나타난다 자신을 구해달라는 마왕의 계시를 받은 용사는 다시 한 번 세상을 혼란에 빠트리기 위해 여행을 떠나게 되는데,9.68,판톰,판톰,판톰
구주,드라마,구원을 바라는 뱀파이어와 그녀를 둘러싼 두 여자의 어긋난 관계 뱀파이어인 원은 대학에서 선배 주이를 만난 후 새로운 감정을 배우고 평범한 삶을 꿈꾼다 원에게 집착하는 소꿉친구 세연은 둘을 갈라놓으려 하지만 세연이 거슬렸던 주이는 일부러 원에게 접근한다 세 사람의 관계는 파국으로 치닫는데,9.89,준치 , 조9,준치 
구주의 시간,드라마,동생이 죽었다 장례식이 끝난 뒤 동생이 비밀 커뮤니티 어플을 통해 몰래 사람들을 만나고 다닌 기록을 발견한다 어플 안의 모두가 용의자다,9.95,송극장,송극장,송극장
"구해줘, 호구!",로맨스,세상에서 착한 게 제일 싫은 준영은 자타공인 청정호구 산호가 자꾸 거슬린다 취향이 없고 흐릿한 것도 맨날 손해 보고 사는 것도 마음에 안 드는데산호의 목숨을 살리려면 이 순둥이를 나쁜 남자로 변화시켜야만 한다고사람 속 긁는 건 타고난 준영이지만 이렇게까지 해도 되는 거야,9.93,기천,기천,기천
국가의 탄생,개그,당신의 꿈이 이루어지는 세상은 축구장만이 아니다힘들고 지친 자 지는 해만 보면 눈물이 나는 자 막힌 변기를 안고 한없이 울어본 적이 있는 자미칠듯이 달려가자 또 다른 세상 파라다이시움으로,9.46,고리타,고리타,고리타
국립자유경제 고등학교 세실고,드라마,입학과 동시에 모든 학생에게 천만원의 입학금이 지급되는 파격적인 조건 그러나 잔고가 미달이면 퇴학을 먹고 살기 위한 고등학생들의 악전고투기,9.95,양혜석 , 타파리,양혜석 
국립자유경제고등학교 세실고...,드라마,L반이 돌아왔다 국립자유경제고등학교 세실고 새롭게 시작되는 2학기,9.97,양혜석 , 이현지,양혜석 
국세청 망나니,드라마,주인공 신재현은 다니던 기업의 비리를 고발했다는 이유로 직장을 잃고 배신자라 불리게 된다 이에 굴하지 않고 세무직 공무원 합격을 목표로 했지만 그마저도 어려운 집안 환경 앞에 흔들린다 좌절하던 그에게 은인이 손을 내밀고 훗날 국세청의 망나니가 될 자는 비로소 칼을 손에 쥔다 탈세자라면 어디의 누구든 전부 잡아내겠습니다,9.91,엘가 , 신스 , 동면거북이
국왕과 성기사의 약탈혼,로맨스,그래 왕이 되었지 가지고 싶은 건 다 빼앗아 가지려고왕위를 찬탈하고 주변국을 점령하기 시작한 전쟁 군주 블러디 칼리오페고결하기로 이름난 성기사 이제키엘은전쟁을 막기 위해 인접국 알펜시아드로 향한다그의 임무는 국왕의 요구를 따르고 전쟁을 피하는 것이었지만왕궁에 도착한 그를 기다린 것은 국왕과의 외교가 아닌 약탈혼이었는데잔혹한 왕 칼리오페와 성기사 이제키엘억지로 시작된 이들의 관계는 사랑으로 발전할 수 있을까,9.9,이린비 , 박지은,이린비 
군인RPG,개그,전역하고 싶어서 북으로 향한 이병의 탈남,9.77,십박,십박,십박
군주,스포츠,천식 환자 제갈길은 종합격투기MMA 선수였던 형의 원한을 갚기 위해 필사적으로 MMA를 배운다MMA 카이저 헤비급 세계챔피언 라이버다크게세이라에게 도전하기 위해무수한 강자들과 싸우며 꺾어 가는 전투과정이 펼쳐진다,8.5,박산하,박산하,박산하
굿 리스너,드라마,사무실을 공짜로 빌려쓰게 된 만화가 쥬드씨 그 사무실은 원래 고민상담소로 쓰이던 곳이라 아주 가끔씩이긴 하지만 상담을 원하는 사람이 찾아오는데 그냥 잘 들어주기만 하면 된단다 이사를 한 바로 그날 밤 손님이 찾아왔다 이야기를 듣는 동안 쥬드씨는 이야기를 그림으로 그리기 시작하고 다음날 그림을 전달하기 위해 방문한 쥬드씨는 놀라운 사실을 알게 된다,9.97,쥬드프라이데이,쥬드프라이데이,쥬드프라이데이
굿닥터,감성,몸은 29살 마음은 9살 자폐증과 서번트 증후군을 앓고 있는 주인공 박시온 동전의 양면처럼 타고난 천재성을 가지고 대학병원 소아외과 레지던트로 들어가게 된다자폐증을 앓는 의사라는 편견과 병원 안에서 벌어지는 세력 싸움 속에서 점점 위태로워지는데과연 진짜 의사가 될 수 있을까,9.89,곰작가 , 썬파인,곰작가 
굿모닝 스페이스,판타지,사이코 8명 미쳐가는정상인 1명 인공지능 로봇 1대 이들이 우주함에서 펼치는 한심한 일상,9.87,이수정,이수정,이수정
굿바이 유교보이,로맨스,실시간 연애 리얼리티쇼 러브밤  10일 촬영에 출연료 1억이라는 소리에 솔깃한 이제는오직 출연료와 자신의 스튜디오 홍보를 위해 프로그램에 참여한다 한편 찐사랑을 꿈꾸는 유교보이 헌도는 이제에게 거부하기 힘든 달콤한 제안을 하고 모종의 계약 관계로 엮인 둘은 물고 빨고 빼고 다 하는 계약연애를 시작하는데 과연 이들은 러브밤에서 살아남을 수 있을까 유교보이 헌도 X 진보걸 이제의 대국민 사기 애정행각이 펼쳐진다,9.93,아실,아실,아실
권리행사자,판타지,어떠한 간섭도 없이 행할 수 있고모두가 그걸 당연하게 생각하는 능력 권리무엇이든 누를 수 있는 권리를 이용해편리한 나날을 보내고 있던 주희성의 앞에권리를 인지할 수 있는 소녀 천아람이 나타나희성의 일상에 간섭하기 시작한다예상치 못한 상황을 마주한 희성 앞에권리행사자들이 서로의 권리를 침해하는 새로운 국면이 펼쳐지는데과연 희성이는 자신의 권리를 지킬 수 있을까,9.68,샤이탄,샤이탄,샤이탄
궤도의 아이들,드라마,누나에게서는 빛이 나는 것 같아 너에게마저 누나는 그런 존재일까 어딜 가나 모두의 주목을 받는 남매 류빈과 류성 그러나 빈에게는 비밀이 있었는데 그것은 동급생인 영인을 짝사랑하고 있다는 것 누나인 빈에게 남모를 열등감을 품고 있던 남동생 성은 수더분하고 조용한 소녀 영인에게 접근하기 시작한다 어른이 되어가는 세 명의 아이들과 조금은 요란한 그들의 성장담,9.88,나윤희 , 구김,나윤희 
궤짝,스릴러,축축한 복도 엉켜있는 거미줄복도 끝 낡은 장판 밑 비밀 지하실그 곳에는 정체 모를 궤짝 하나가 있다기분 나쁜 소리를 내며 열리는 궤짝누구나 감추고 싶은 어두운 본성궤짝 속 당신이 숨겨둔 비밀은 무엇인가요단편 옴니버스 공포 스릴러,9.51,주범 , 지노,주범 
